Title,Topic,Name,CustomName,Representation,open_ai,Representative_Docs,Top_n_words,Probability,Representative_document
3D-Printed GelMA/PEGDA/F127DA Scaffolds for Bone Regeneration,7,7_knee_versus_therapy_efficacy,Therapeutic Interventions and Their Efficacy in Osteoarthritis Treatment,"['knee', 'versus', 'therapy', 'efficacy', 'treatment', 'review meta analysis', 'review meta', 'systematic review meta', 'effect', 'case']",['Therapeutic Interventions and Their Efficacy in Osteoarthritis Treatment'],"['Platelet-rich plasma treatment for talar cartilage repair: a systematic review and meta-analysis', 'How Does Platelet-Rich Plasma Compare Clinically to Other Therapies in the Treatment of Knee Osteoarthritis? A Systematic Review and Meta-analysis', 'A systematic review and meta-analysis of the effect of phonophoresis on patients with knee osteoarthritis']",knee - versus - therapy - efficacy - treatment - review meta analysis - review meta - systematic review meta - effect - case,0.444102069,FALSE
Sex Differences in Falls: The Mediating Role of Gait Stability Ratio and Body Balance in Vulnerable Older Adults,10,10_dynamic_changes_low_older adults,Impact and Control of Chronic Low Back Pain and Balance in Older Adults,"['dynamic', 'changes', 'low', 'older adults', 'community', 'gait', 'control', 'older', 'relationship', 'risk']",['Impact and Control of Chronic Low Back Pain and Balance in Older Adults'],"['Reliability and criterion validity of handheld dynamometry for measuring trunk muscle strength in people with and without chronic non-specific low back pain', 'The changes of blood-based inflammatory biomarkers after non-pharmacologic interventions for chronic low back pain: a systematic review', 'Prevalence, risk factors and effectiveness of falls prevention interventions for adults living with Mild Cognitive Impairment in the community: A systematic review and meta-analysis']",dynamic - changes - low - older adults - community - gait - control - older - relationship - risk,1,FALSE
Can Player Tracking Devices Monitor Changes in Internal Response During Multidirectional Running?,19,19_motor_interventions_sports_rehabilitation,Virtual Reality Interventions in Motor Rehabilitation and Sports for Older Adults,"['motor', 'interventions', 'sports', 'rehabilitation', 'meta analysis', 'meta', 'controlled', '12', 'based', 'qualitative']",['Virtual Reality Interventions in Motor Rehabilitation and Sports for Older Adults'],"['The Effectiveness of Home-Based Exergames Training on Cognition and Balance in Older Adults: A Comparative Quasi-Randomized Study of Two Exergame Interventions', 'Virtual reality-based exercise interventions on quality of life, some balance factors and depression in older adults: A systematic review and meta-analysis of randomized controlled trials', 'Effects of a 12-week, seated, virtual, home-based tele-exercise programme compared with a prerecorded video-based exercise programme in people with chronic neurological impairments: Protocol for a randomised controlled trial']",motor - interventions - sports - rehabilitation - meta analysis - meta - controlled - 12 - based - qualitative,0.766080247,FALSE
Self-Administered Virtual Reality for Postsurgical Pain Management: A Qualitative Study of Hospital Patients’ Reported Experiences,19,19_motor_interventions_sports_rehabilitation,Virtual Reality Interventions in Motor Rehabilitation and Sports for Older Adults,"['motor', 'interventions', 'sports', 'rehabilitation', 'meta analysis', 'meta', 'controlled', '12', 'based', 'qualitative']",['Virtual Reality Interventions in Motor Rehabilitation and Sports for Older Adults'],"['The Effectiveness of Home-Based Exergames Training on Cognition and Balance in Older Adults: A Comparative Quasi-Randomized Study of Two Exergame Interventions', 'Virtual reality-based exercise interventions on quality of life, some balance factors and depression in older adults: A systematic review and meta-analysis of randomized controlled trials', 'Effects of a 12-week, seated, virtual, home-based tele-exercise programme compared with a prerecorded video-based exercise programme in people with chronic neurological impairments: Protocol for a randomised controlled trial']",motor - interventions - sports - rehabilitation - meta analysis - meta - controlled - 12 - based - qualitative,1,FALSE
Characterizing Factors Influencing Baseline Plasma Biomarkers for Sport-Related Concussion in Adolescents,6,6_related_adolescents_injury_following,Traumatic Brain Injury and Concussion Studies in Young Athletes,"['related', 'adolescents', 'injury', 'following', 'acute', 'cohort', 'associated', 'association', 'differences', 'early']",['Traumatic Brain Injury and Concussion Studies in Young Athletes'],"['Is Overparenting Associated with Adolescent/Young Adult Emotional Functioning and Clinical Outcomes Following Concussion?', 'Access to athletic trainers and sex as modifiers of time to reach clinical milestones after sport-related concussion in collegiate athletes', 'A Prospective Cohort Study of the Association Between Preinjury Psychosocial Function and Postconcussive Symptoms in Pediatric Mild Traumatic Brain Injury: An A-CAP Study']",related - adolescents - injury - following - acute - cohort - associated - association - differences - early,1,FALSE
Does sports therapy affect momentary affective states? Feasibility of intensive longitudinal case studies in forensic psychiatry,-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
"Onset of androgen deprivation therapy leads to rapid deterioration of body composition, physical performance, cardiometabolic health and quality-of-life in prostate cancer patients",-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
Ankle rehabilitation robot training for stroke patients with foot drop: Optimizing intensity and frequency,20,20_control_dynamic_pilot_lower,Postural Stability and Lower Limb Motor Control Studies,"['control', 'dynamic', 'pilot', 'lower', 'lower limb', 'effect', 'muscles', 'year', 'validity', 'motor']",['Postural Stability and Lower Limb Motor Control Studies'],"['Immediate effect of the use of toe separators on dynamic balance and ankle range of motion: a pilot study', ""Transcranial direct current stimulation suggests not improving postural control during adapted tandem position in people with Parkinson's disease: A pilot study"", 'Effect of short foot exercise on lower-limb motor control function during single-leg standing in university students with flatfoot: A randomized controlled trial']",control - dynamic - pilot - lower - lower limb - effect - muscles - year - validity - motor,1,FALSE
Ultrasound-Guided Deflation and Arthroscopic Removal of a Migrated Subacromial Balloon Spacer,7,7_knee_versus_therapy_efficacy,Therapeutic Interventions and Their Efficacy in Osteoarthritis Treatment,"['knee', 'versus', 'therapy', 'efficacy', 'treatment', 'review meta analysis', 'review meta', 'systematic review meta', 'effect', 'case']",['Therapeutic Interventions and Their Efficacy in Osteoarthritis Treatment'],"['Platelet-rich plasma treatment for talar cartilage repair: a systematic review and meta-analysis', 'How Does Platelet-Rich Plasma Compare Clinically to Other Therapies in the Treatment of Knee Osteoarthritis? A Systematic Review and Meta-analysis', 'A systematic review and meta-analysis of the effect of phonophoresis on patients with knee osteoarthritis']",knee - versus - therapy - efficacy - treatment - review meta analysis - review meta - systematic review meta - effect - case,0.607649168,FALSE
Fifteen Years of Spinal Fusion Outcomes in Children With Cerebral Palsy: Are We Getting Better?,17,17_children_motor_individuals_adolescents,Motor Skills Development and Intervention in Children with Disabilities,"['children', 'motor', 'individuals', 'adolescents', '12', 'intervention', 'qualitative', 'interventions', 'muscle strength', 'self']",['Motor Skills Development and Intervention in Children with Disabilities'],"['Relationship between the sociodemographic profile and motor competence of children', 'The validity and reliability of school-based fundamental movement skills screening to identify children with motor difficulties', 'Can the Doman method improve motor competence in children of 4 years of age? A quasi-experimental study of two Physical Education programmes in preschool education']",children - motor - individuals - adolescents - 12 - intervention - qualitative - interventions - muscle strength - self,0.317596365,FALSE
